query_pattern,output_pattern,similarity
GRCCDCDE,CDE,0.37500000
CRRRB-AGRFEFG,GF#ED,0.62500000
DRAGFEDCBAGR,BAG,0.50000000
DRAGFEDCBAGR,GF#ED,0.25000000
